REGION,YEAR,WEEK,% WEIGHTED ILI
Region 2,2019,11,3.99544
Region 3,2019,11,4.33347
Region 4,2019,11,3.36203
Region 5,2019,11,3.56636
Region 6,2019,11,7.28845
Region 7,2019,11,5.70521
Region 8,2019,11,4.99913
Region 9,2019,11,3.39422
Region 10,2019,11,4.31716
National,2019,11,4.22692
Region 1,2019,12,2.74656
Region 2,2019,12,3.82446
Region 3,2019,12,3.57671
Region 4,2019,12,2.97592
Region 5,2019,12,3.19464
Region 6,2019,12,5.49805
Region 7,2019,12,4.82292
Region 8,2019,12,3.89435
Region 9,2019,12,3.46097
Region 10,2019,12,3.75357
National,2019,12,3.68251
Region 1,2019,13,2.80535
Region 2,2019,13,3.58738
Region 3,2019,13,3.12954
Region 4,2019,13,2.44418
Region 5,2019,13,2.55139
Region 6,2019,13,4.54206
Region 7,2019,13,3.76015
Region 8,2019,13,3.11083
Region 9,2019,13,2.99011
Region 10,2019,13,2.41805
National,2019,13,3.08559
Region 1,2019,14,2.5126
Region 2,2019,14,3.31345
Region 3,2019,14,2.46967
Region 4,2019,14,2.27651
Region 5,2019,14,2.07604
Region 6,2019,14,4.01324
Region 7,2019,14,2.23979
Region 8,2019,14,2.98252
Region 9,2019,14,2.95806
Region 10,2019,14,1.61843
National,2019,14,2.69831
Region 1,2019,15,2.32854
Region 2,2019,15,3.09478
Region 3,2019,15,1.96737
Region 4,2019,15,1.86745
Region 5,2019,15,1.75139
Region 6,2019,15,3.47919
Region 7,2019,15,1.85818
Region 8,2019,15,2.35014
Region 9,2019,15,2.51064
Region 10,2019,15,1.04057
National,2019,15,2.28676
Region 1,2019,16,2.07354
Region 2,2019,16,2.85128
Region 3,2019,16,1.51843
Region 4,2019,16,1.60937
Region 5,2019,16,1.58427
Region 6,2019,16,3.0511
Region 7,2019,16,1.14131
Region 8,2019,16,2.34954
Region 9,2019,16,2.30613
Region 10,2019,16,0.993068
National,2019,16,2.01217
Region 1,2019,17,1.53044
Region 2,2019,17,2.38567
Region 3,2019,17,1.2436
Region 4,2019,17,1.45855
Region 5,2019,17,1.27792
Region 6,2019,17,2.47303
Region 7,2019,17,0.992699
Region 8,2019,17,2.06094
Region 9,2019,17,2.12093
Region 10,2019,17,0.879525
National,2019,17,1.71323
Region 1,2019,18,1.3091
Region 2,2019,18,2.21648
Region 3,2019,18,1.08402
Region 4,2019,18,1.35239
Region 5,2019,18,1.22917
Region 6,2019,18,2.29233
Region 7,2019,18,0.890895
Region 8,2019,18,2.16572
Region 9,2019,18,1.77913
Region 10,2019,18,0.892764
National,2019,18,1.56678
Region 1,2019,19,1.18267
Region 2,2019,19,2.22731
Region 3,2019,19,1.02676
Region 4,2019,19,1.26419
Region 5,2019,19,1.08674
Region 6,2019,19,2.21298
Region 7,2019,19,0.755468
Region 8,2019,19,1.99228
Region 9,2019,19,1.82842
Region 10,2019,19,0.807694
National,2019,19,1.49827
Region 1,2019,20,1.19221
Region 2,2019,20,2.39002
Region 3,2019,20,0.932613
Region 4,2019,20,1.26802
Region 5,2019,20,1.13474
Region 6,2019,20,2.24984
Region 7,2019,20,0.718554
Region 8,2019,20,1.98367
Region 9,2019,20,1.75823
Region 10,2019,20,0.652629
National,2019,20,1.49961
Region 1,2019,21,0.878322
Region 2,2019,21,2.14608
Region 3,2019,21,1.01843
Region 4,2019,21,1.06614
Region 5,2019,21,1.001
Region 6,2019,21,2.47883
Region 7,2019,21,0.723845
Region 8,2019,21,1.94391
Region 9,2019,21,1.66842
Region 10,2019,21,0.633381
National,2019,21,1.42123
Region 1,2019,22,0.927145
Region 2,2019,22,2.09315
Region 3,2019,22,1.04391
Region 4,2019,22,1.15371
Region 5,2019,22,1.06924
Region 6,2019,22,1.93588
Region 7,2019,22,0.563432
Region 8,2019,22,1.90342
Region 9,2019,22,1.76159
Region 10,2019,22,0.825151
National,2019,22,1.39258
Region 1,2019,23,0.668269
Region 2,2019,23,1.80031
Region 3,2019,23,0.916497
Region 4,2019,23,0.878735
Region 5,2019,23,0.919699
Region 6,2019,23,1.92629
Region 7,2019,23,0.534964
Region 8,2019,23,1.75419
Region 9,2019,23,1.58531
Region 10,2019,23,0.57288
National,2019,23,1.21697
Region 1,2019,24,0.544277
Region 2,2019,24,1.8678
Region 3,2019,24,0.757823
Region 4,2019,24,0.783638
Region 5,2019,24,0.813831
Region 6,2019,24,1.9284
Region 7,2019,24,0.395491
Region 8,2019,24,1.37314
Region 9,2019,24,1.39549
Region 10,2019,24,0.439016
National,2019,24,1.11266
Region 1,2019,25,0.5499
Region 2,2019,25,1.72926
Region 3,2019,25,0.750334
Region 4,2019,25,0.658507
Region 5,2019,25,0.715927
Region 6,2019,25,1.67062
Region 7,2019,25,0.34226
Region 8,2019,25,1.21754
Region 9,2019,25,1.23778
Region 10,2019,25,0.418499
National,2019,25,0.991888
Region 1,2019,26,0.534487
Region 2,2019,26,1.56557
Region 3,2019,26,0.629509
Region 4,2019,26,0.652394
Region 5,2019,26,0.74116
Region 6,2019,26,1.60484
Region 7,2019,26,0.363781
Region 8,2019,26,1.13164
Region 9,2019,26,1.19824
Region 10,2019,26,0.336081
National,2019,26,0.946401
Region 1,2019,27,0.484564
Region 2,2019,27,1.4352
Region 3,2019,27,0.542949
Region 4,2019,27,0.633585
Region 5,2019,27,0.757679
Region 6,2019,27,1.51519
Region 7,2019,27,0.280448
Region 8,2019,27,1.0087
Region 9,2019,27,0.963126
Region 10,2019,27,0.534581
National,2019,27,0.874695
Region 1,2019,28,0.408034
Region 2,2019,28,1.53967
Region 3,2019,28,0.518661
Region 4,2019,28,0.603001
Region 5,2019,28,0.559973
Region 6,2019,28,1.37937
Region 7,2019,28,0.348708
Region 8,2019,28,0.871618
Region 9,2019,28,0.916058
Region 10,2019,28,0.399316
National,2019,28,0.809169
Region 1,2019,29,0.448593
Region 2,2019,29,1.34992
Region 3,2019,29,0.523784
Region 4,2019,29,0.56145
Region 5,2019,29,0.572801
Region 6,2019,29,1.204
Region 7,2019,29,0.323568
Region 8,2019,29,0.888526
Region 9,2019,29,0.880321
Region 10,2019,29,0.312323
National,2019,29,0.75452
Region 1,2019,30,0.345966
Region 2,2019,30,1.0099
Region 3,2019,30,0.496675
Region 4,2019,30,0.602296
Region 5,2019,30,0.588688
Region 6,2019,30,1.35089
Region 7,2019,30,0.305277
Region 8,2019,30,0.829494
Region 9,2019,30,0.815166
Region 10,2019,30,0.372493
National,2019,30,0.732983
Region 1,2019,31,0.356161
Region 2,2019,31,1.30084
Region 3,2019,31,0.486716
Region 4,2019,31,0.609666
Region 5,2019,31,0.555753
Region 6,2019,31,1.20033
Region 7,2019,31,0.291007
Region 8,2019,31,0.831885
Region 9,2019,31,0.759383
Region 10,2019,31,0.29988
National,2019,31,0.725811
Region 1,2019,32,0.404319
Region 2,2019,32,1.35354
Region 3,2019,32,0.461385
Region 4,2019,32,0.59727
Region 5,2019,32,0.557836
Region 6,2019,32,1.07901
Region 7,2019,32,0.312979
Region 8,2019,32,0.848467
Region 9,2019,32,1.01734
Region 10,2019,32,0.289678
National,2019,32,0.754209
Region 1,2019,33,0.435879
Region 2,2019,33,1.24566
Region 3,2019,33,0.486512
Region 4,2019,33,0.71023
Region 5,2019,33,0.552133
Region 6,2019,33,0.925983
Region 7,2019,33,0.273889
Region 8,2019,33,0.906684
Region 9,2019,33,0.903798
Region 10,2019,33,0.226204
National,2019,33,0.729672
Region 1,2019,34,0.529895
Region 2,2019,34,1.39651
Region 3,2019,34,0.517061
Region 4,2019,34,0.894721
Region 5,2019,34,0.503687
Region 6,2019,34,1.28484
Region 7,2019,34,0.401812
Region 8,2019,34,1.05052
Region 9,2019,34,0.878278
Region 10,2019,34,0.382112
National,2019,34,0.839875
Region 1,2019,35,0.500663
Region 2,2019,35,1.32212
Region 3,2019,35,0.539185
Region 4,2019,35,1.04236
Region 5,2019,35,0.60047
Region 6,2019,35,1.77937
Region 7,2019,35,0.520838
Region 8,2019,35,1.37627
Region 9,2019,35,1.09921
Region 10,2019,35,0.307925
National,2019,35,0.989358
Region 1,2019,36,0.809818
Region 2,2019,36,1.36032
Region 3,2019,36,0.639543
Region 4,2019,36,1.30448
Region 5,2019,36,0.805677
Region 6,2019,36,1.84024
Region 7,2019,36,0.629462
Region 8,2019,36,1.58485
Region 9,2019,36,1.1733
Region 10,2019,36,0.365761
National,2019,36,1.1354
Region 1,2019,37,1.07275
Region 2,2019,37,1.71159
Region 3,2019,37,0.78208
Region 4,2019,37,1.22631
Region 5,2019,37,0.976901
Region 6,2019,37,1.97188
Region 7,2019,37,0.727508
Region 8,2019,37,1.64784
Region 9,2019,37,1.16265
Region 10,2019,37,0.433748
National,2019,37,1.23124
Region 1,2019,38,0.953149
Region 2,2019,38,1.73812
Region 3,2019,38,0.878713
Region 4,2019,38,1.27698
Region 5,2019,38,1.05817
Region 6,2019,38,1.81368
Region 7,2019,38,0.645669
Region 8,2019,38,1.6371
Region 9,2019,38,1.24399
Region 10,2019,38,0.325311
National,2019,38,1.24448
Region 1,2019,39,1.044
Region 2,2019,39,1.84239
Region 3,2019,39,0.981034
Region 4,2019,39,1.33699
Region 5,2019,39,1.06951
Region 6,2019,39,2.01778
Region 7,2019,39,1.0433
Region 8,2019,39,1.62821
Region 9,2019,39,1.24955
Region 10,2019,39,0.610315
National,2019,39,1.3379
Region 1,2019,40,0.892224
Region 2,2019,40,2.13358
Region 3,2019,40,1.16365
Region 4,2019,40,1.67601
Region 5,2019,40,1.11084
Region 6,2019,40,2.1699
Region 7,2019,40,0.795417
Region 8,2019,40,1.80463
Region 9,2019,40,1.30845
Region 10,2019,40,0.965331
National,2019,40,1.49002
Region 1,2019,41,1.00194
Region 2,2019,41,2.05604
Region 3,2019,41,1.28536
Region 4,2019,41,1.63027
Region 5,2019,41,1.268
Region 6,2019,41,2.54586
Region 7,2019,41,0.841062
Region 8,2019,41,1.76108
Region 9,2019,41,1.44476
Region 10,2019,41,1.14082
National,2019,41,1.59192
Region 1,2019,42,1.10858
Region 2,2019,42,2.38122
Region 3,2019,42,1.40386
Region 4,2019,42,1.81806
Region 5,2019,42,1.27061
Region 6,2019,42,2.65452
Region 7,2019,42,1.01154
Region 8,2019,42,1.88607
Region 9,2019,42,1.5789
Region 10,2019,42,1.1863
National,2019,42,1.72572
Region 1,2019,43,1.08702
Region 2,2019,43,2.00852
Region 3,2019,43,1.5576
Region 4,2019,43,1.96609
Region 5,2019,43,1.36856
Region 6,2019,43,3.18499
Region 7,2019,43,1.11924
Region 8,2019,43,1.97889
Region 9,2019,43,1.66955
Region 10,2019,43,1.08054
National,2019,43,1.83419
Region 1,2019,44,1.13812
Region 2,2019,44,2.27944
Region 3,2019,44,1.5272
Region 4,2019,44,2.29988
Region 5,2019,44,1.42243
Region 6,2019,44,3.72909
Region 7,2019,44,1.22561
Region 8,2019,44,2.03455
Region 9,2019,44,1.81318
Region 10,2019,44,1.22242
National,2019,44,2.04008
Region 1,2019,45,1.29227
Region 2,2019,45,2.37942
Region 3,2019,45,1.69368
Region 4,2019,45,2.87142
Region 5,2019,45,1.47042
Region 6,2019,45,4.6946
Region 7,2019,45,1.21619
Region 8,2019,45,2.1253
Region 9,2019,45,2.24992
Region 10,2019,45,1.32442
National,2019,45,2.39351
Region 1,2019,46,1.38714
Region 2,2019,46,2.74556
Region 3,2019,46,1.86702
Region 4,2019,46,3.13118
Region 5,2019,46,1.53858
Region 6,2019,46,5.0121
Region 7,2019,46,1.6625
Region 8,2019,46,2.35069
Region 9,2019,46,2.55298
Region 10,2019,46,1.44765
National,2019,46,2.63251
Region 1,2019,47,1.49625
Region 2,2019,47,2.66873
Region 3,2019,47,2.05799
Region 4,2019,47,3.34192
Region 5,2019,47,1.62911
Region 6,2019,47,6.33439
Region 7,2019,47,1.50983
Region 8,2019,47,2.56644
Region 9,2019,47,2.49031
Region 10,2019,47,2.22542
National,2019,47,2.89941
Region 1,2019,48,1.79568
Region 2,2019,48,3.26948
Region 3,2019,48,2.39073
Region 4,2019,48,4.19914
Region 5,2019,48,1.97596
Region 6,2019,48,6.9234
Region 7,2019,48,1.72343
Region 8,2019,48,3.19706
Region 9,2019,48,2.84557
Region 10,2019,48,2.76215
National,2019,48,3.41501
Region 1,2019,49,1.81736
Region 2,2019,49,3.16621
Region 3,2019,49,2.4231
Region 4,2019,49,4.02323
Region 5,2019,49,2.06425
Region 6,2019,49,5.82737
Region 7,2019,49,1.84867
Region 8,2019,49,2.97176
Region 9,2019,49,2.77241
Region 10,2019,49,3.34417
National,2019,49,3.2579
Region 1,2019,50,1.89441
Region 2,2019,50,3.73351
Region 3,2019,50,2.98098
Region 4,2019,50,4.98403
Region 5,2019,50,2.39678
Region 6,2019,50,7.71245
Region 7,2019,50,2.18788
Region 8,2019,50,3.61906
Region 9,2019,50,2.77256
Region 10,2019,50,4.48523
National,2019,50,3.94308
Region 1,2019,51,2.48714
Region 2,2019,51,4.81587
Region 3,2019,51,3.91613
Region 4,2019,51,6.39636
Region 5,2019,51,3.24537
Region 6,2019,51,10.1455
Region 7,2019,51,2.84278
Region 8,2019,51,4.42455
Region 9,2019,51,3.16129
Region 10,2019,51,5.75694
National,2019,51,5.06435
Region 1,2019,52,3.72534
Region 2,2019,52,6.69473
Region 3,2019,52,5.64113
Region 4,2019,52,8.76758
Region 5,2019,52,4.76058
Region 6,2019,52,13.4026
Region 7,2019,52,5.61966
Region 8,2019,52,6.28773
Region 9,2019,52,4.55167
Region 10,2019,52,7.20584
National,2019,52,7.06161
Region 1,2020,1,3.9217
Region 2,2020,1,6.80679
Region 3,2020,1,5.48181
Region 4,2020,1,6.82022
Region 5,2020,1,3.35523
Region 6,2020,1,9.9767
Region 7,2020,1,4.81526
Region 8,2020,1,5.83864
Region 9,2020,1,4.57652
Region 10,2020,1,5.70858
National,2020,1,5.90066
Region 1,2020,2,3.69926
Region 2,2020,2,6.21231
Region 3,2020,2,4.40187
Region 4,2020,2,5.20089
Region 5,2020,2,2.98361
Region 6,2020,2,8.8427
Region 7,2020,2,3.57077
Region 8,2020,2,5.23596
Region 9,2020,2,3.81505
Region 10,2020,2,4.09724
National,2020,2,4.9402
Region 1,2020,3,4.48822
Region 2,2020,3,6.82373
Region 3,2020,3,4.61257
Region 4,2020,3,5.42013
Region 5,2020,3,3.08637
Region 6,2020,3,9.68527
Region 7,2020,3,5.2512
Region 8,2020,3,5.60527
Region 9,2020,3,4.10778
Region 10,2020,3,3.58253
National,2020,3,5.33135
Region 1,2020,4,5.30297
Region 2,2020,4,7.61598
Region 3,2020,4,5.28306
Region 4,2020,4,6.44947
Region 5,2020,4,4.15569
Region 6,2020,4,9.90765
Region 7,2020,4,6.07977
Region 8,2020,4,6.54822
Region 9,2020,4,4.66256
Region 10,2020,4,3.8196
National,2020,4,6.07822
Region 1,2020,5,6.43424
Region 2,2020,5,7.8425
Region 3,2020,5,6.30302
Region 4,2020,5,7.46101
Region 5,2020,5,5.04498
Region 6,2020,5,10.7181
Region 7,2020,5,6.87522
Region 8,2020,5,6.83833
Region 9,2020,5,4.69342
Region 10,2020,5,3.89226
National,2020,5,6.74724
Region 1,2020,6,7.14812
Region 2,2020,6,7.87662
Region 3,2020,6,6.49099
Region 4,2020,6,7.30036
Region 5,2020,6,5.52929
Region 6,2020,6,10.3581
Region 7,2020,6,7.25331
Region 8,2020,6,6.70421
Region 9,2020,6,4.74509
Region 10,2020,6,3.51263
National,2020,6,6.80157
Region 1,2020,7,6.44878
Region 2,2020,7,6.81988
Region 3,2020,7,5.78865
Region 4,2020,7,6.32193
Region 5,2020,7,5.19919
Region 6,2020,7,9.43383
Region 7,2020,7,6.36516
Region 8,2020,7,5.8663
Region 9,2020,7,4.41607
Region 10,2020,7,3.44896
National,2020,7,6.11292
Region 1,2020,8,5.68503
Region 2,2020,8,5.84719
Region 3,2020,8,5.27725
Region 4,2020,8,5.35342
Region 5,2020,8,4.70476
Region 6,2020,8,8.72394
Region 7,2020,8,5.90277
Region 8,2020,8,5.46079
Region 9,2020,8,4.29059
Region 10,2020,8,3.59175
National,2020,8,5.52513
Region 1,2020,9,4.59296
Region 2,2020,9,5.02339
Region 3,2020,9,5.16024
Region 4,2020,9,4.80979
Region 5,2020,9,4.48355
Region 6,2020,9,8.02554
Region 7,2020,9,6.73512
Region 8,2020,9,5.00611
Region 9,2020,9,3.90995
Region 10,2020,9,3.85846
National,2020,9,5.12333
Region 1,2020,10,4.27651
Region 2,2020,10,5.5401
Region 3,2020,10,5.13153
Region 4,2020,10,5.39408
Region 5,2020,10,4.31036
Region 6,2020,10,7.83313
Region 7,2020,10,6.99512
Region 8,2020,10,5.24926
Region 9,2020,10,3.63065
Region 10,2020,10,5.45059
National,2020,10,5.26652
Region 1,2020,11,4.83903
Region 2,2020,11,7.58419
Region 3,2020,11,6.09776
Region 4,2020,11,5.81021
Region 5,2020,11,4.41532
Region 6,2020,11,7.19349
Region 7,2020,11,6.46503
Region 8,2020,11,6.31744
Region 9,2020,11,3.92543
Region 10,2020,11,5.70073
National,2020,11,5.66932
Region 1,2020,12,5.88522
Region 2,2020,12,11.1883
Region 3,2020,12,6.81039
Region 4,2020,12,5.93594
Region 5,2020,12,4.55319
Region 6,2020,12,8.26102
Region 7,2020,12,5.8964
Region 8,2020,12,6.24082
Region 9,2020,12,4.48954
Region 10,2020,12,5.85685
National,2020,12,6.38029
Region 1,2020,13,4.80548
Region 2,2020,13,11.9218
Region 3,2020,13,4.91256
Region 4,2020,13,4.26806
Region 5,2020,13,3.04476
Region 6,2020,13,5.73706
Region 7,2020,13,3.68978
Region 8,2020,13,4.00125
Region 9,2020,13,3.41735
Region 10,2020,13,4.30568
National,2020,13,4.91692
Region 1,2020,14,4.34371
Region 2,2020,14,10.5237
Region 3,2020,14,3.75135
Region 4,2020,14,3.05597
Region 5,2020,14,2.28111
Region 6,2020,14,4.18184
Region 7,2020,14,1.94668
Region 8,2020,14,2.94861
Region 9,2020,14,2.52985
Region 10,2020,14,3.09564
National,2020,14,3.78625
Region 1,2020,15,3.38192
Region 2,2020,15,7.82961
Region 3,2020,15,2.96253
Region 4,2020,15,2.04308
Region 5,2020,15,1.72589
Region 6,2020,15,3.18427
Region 7,2020,15,1.36285
Region 8,2020,15,2.07065
Region 9,2020,15,1.95384
Region 10,2020,15,2.09284
National,2020,15,2.80122
Region 1,2020,16,3.05896
Region 2,2020,16,5.21489
Region 3,2020,16,2.40233
Region 4,2020,16,1.65386
Region 5,2020,16,1.43316
Region 6,2020,16,2.321
Region 7,2020,16,0.968735
Region 8,2020,16,1.38097
Region 9,2020,16,1.5733
Region 10,2020,16,1.68601
National,2020,16,2.12907
Region 1,2020,17,2.10456
Region 2,2020,17,3.5018
Region 3,2020,17,2.03126
Region 4,2020,17,1.25588
Region 5,2020,17,1.46124
Region 6,2020,17,2.15912
Region 7,2020,17,0.791039
Region 8,2020,17,1.2289
Region 9,2020,17,1.308
Region 10,2020,17,1.61005
National,2020,17,1.73315
Region 1,2020,18,1.6561
Region 2,2020,18,2.54026
Region 3,2020,18,1.80028
Region 4,2020,18,0.999752
Region 5,2020,18,1.29092
Region 6,2020,18,1.61184
Region 7,2020,18,0.965962
Region 8,2020,18,0.874218
Region 9,2020,18,1.20968
Region 10,2020,18,1.14218
National,2020,18,1.40939
Region 1,2020,19,1.33444
Region 2,2020,19,1.89918
Region 3,2020,19,1.44721
Region 4,2020,19,0.863968
Region 5,2020,19,1.21509
Region 6,2020,19,1.37436
Region 7,2020,19,0.545341
Region 8,2020,19,0.779768
Region 9,2020,19,1.07033
Region 10,2020,19,1.11946
National,2020,19,1.18657
Region 1,2020,20,1.22049
Region 2,2020,20,1.74327
Region 3,2020,20,1.29184
Region 4,2020,20,0.846097
Region 5,2020,20,1.11458
Region 6,2020,20,1.2668
Region 7,2020,20,0.502082
Region 8,2020,20,0.717194
Region 9,2020,20,1.09102
Region 10,2020,20,1.04433
National,2020,20,1.11444
Region 1,2020,21,0.924144
Region 2,2020,21,1.3233
Region 3,2020,21,1.12455
Region 4,2020,21,1.03741
Region 5,2020,21,0.905857
Region 6,2020,21,1.20274
Region 7,2020,21,0.361431
Region 8,2020,21,0.616911
Region 9,2020,21,1.09437
Region 10,2020,21,0.616616
National,2020,21,1.01462
Region 1,2020,22,0.737775
Region 2,2020,22,1.1113
Region 3,2020,22,0.831455
Region 4,2020,22,0.958115
Region 5,2020,22,0.572075
Region 6,2020,22,1.18463
Region 7,2020,22,0.416552
Region 8,2020,22,0.631438
Region 9,2020,22,1.1195
Region 10,2020,22,0.895282
National,2020,22,0.905984
Region 1,2020,23,0.667254
Region 2,2020,23,0.986379
Region 3,2020,23,0.700111
Region 4,2020,23,0.918577
Region 5,2020,23,0.513026
Region 6,2020,23,1.27149
Region 7,2020,23,0.398923
Region 8,2020,23,0.495492
Region 9,2020,23,0.955781
Region 10,2020,23,0.655771
National,2020,23,0.830946
Region 1,2020,24,0.597741
Region 2,2020,24,0.871199
Region 3,2020,24,0.60064
Region 4,2020,24,0.941415
Region 5,2020,24,0.624483
Region 6,2020,24,1.3919
Region 7,2020,24,0.341946
Region 8,2020,24,0.487957
Region 9,2020,24,1.04004
Region 10,2020,24,0.640986
National,2020,24,0.854946
Region 1,2020,25,0.50933
Region 2,2020,25,0.875258
Region 3,2020,25,0.620488
Region 4,2020,25,1.33441
Region 5,2020,25,0.518766
Region 6,2020,25,1.42496
Region 7,2020,25,0.633427
Region 8,2020,25,0.508205
Region 9,2020,25,1.16298
Region 10,2020,25,0.497071
National,2020,25,0.945666
Region 1,2020,26,0.551892
Region 2,2020,26,0.948884
Region 3,2020,26,0.673223
Region 4,2020,26,1.67261
Region 5,2020,26,0.629658
Region 6,2020,26,1.84246
Region 7,2020,26,0.79455
Region 8,2020,26,0.553101
Region 9,2020,26,1.43233
Region 10,2020,26,0.656772
National,2020,26,1.15588
Region 1,2020,27,0.509201
Region 2,2020,27,0.944252
Region 3,2020,27,0.668601
Region 4,2020,27,2.0313
Region 5,2020,27,0.566871
Region 6,2020,27,2.09846
Region 7,2020,27,0.910638
Region 8,2020,27,0.634462
Region 9,2020,27,1.56279
Region 10,2020,27,0.895999
National,2020,27,1.28647
Region 1,2020,28,0.526804
Region 2,2020,28,1.05759
Region 3,2020,28,0.770568
Region 4,2020,28,2.2786
Region 5,2020,28,0.6408
Region 6,2020,28,2.00623
Region 7,2020,28,1.0088
Region 8,2020,28,0.673645
Region 9,2020,28,1.53555
Region 10,2020,28,0.859877
National,2020,28,1.35712
Region 1,2020,29,0.511659
Region 2,2020,29,1.17544
Region 3,2020,29,0.83787
Region 4,2020,29,2.17261
Region 5,2020,29,0.79216
Region 6,2020,29,1.84026
